,feature,importance,feature_type
1456,ratio_min_20170210T082051_B8A,2,ratio_20170210T082051
1457,ratio_min_20170312T082001_B8A,2,ratio_20170312T082001
1458,ratio_min_20170322T081611_B8A,3,ratio_20170322T081611
1459,ratio_min_20170531T082011_B8A,3,ratio_20170531T082011
1460,ratio_min_20170620T082011_B8A,5,ratio_20170620T082011
1461,ratio_min_20170710T082011_B8A,2,ratio_20170710T082011
1462,ratio_min_20170715T081609_B8A,3,ratio_20170715T081609
1463,ratio_min_20170804T081559_B8A,1,ratio_20170804T081559
1464,ratio_min_20170819T082011_B8A,2,ratio_20170819T082011
1465,ratio_std_20170131T082151_B8A,4,ratio_20170131T082151
1466,ratio_std_20170210T082051_B8A,3,ratio_20170210T082051
1467,ratio_std_20170312T082001_B8A,1,ratio_20170312T082001
1468,ratio_std_20170322T081611_B8A,2,ratio_20170322T081611
1469,ratio_std_20170531T082011_B8A,6,ratio_20170531T082011
1470,ratio_std_20170620T082011_B8A,2,ratio_20170620T082011
1471,ratio_std_20170710T082011_B8A,6,ratio_20170710T082011
1472,ratio_std_20170715T081609_B8A,2,ratio_20170715T081609
1473,ratio_std_20170804T081559_B8A,2,ratio_20170804T081559
1474,ratio_std_20170819T082011_B8A,6,ratio_20170819T082011
1475,ratio_max_20170131T082151_NDVI,5,ratio_20170131T082151
1476,ratio_max_20170210T082051_NDVI,6,ratio_20170210T082051
1477,ratio_max_20170312T082001_NDVI,9,ratio_20170312T082001
1478,ratio_max_20170322T081611_NDVI,18,ratio_20170322T081611
1479,ratio_max_20170531T082011_NDVI,6,ratio_20170531T082011
1480,ratio_max_20170620T082011_NDVI,3,ratio_20170620T082011
1481,ratio_max_20170710T082011_NDVI,7,ratio_20170710T082011
1482,ratio_max_20170715T081609_NDVI,9,ratio_20170715T081609
1483,ratio_max_20170804T081559_NDVI,2,ratio_20170804T081559
1484,ratio_max_20170819T082011_NDVI,3,ratio_20170819T082011
1485,ratio_mean_20170131T082151_NDVI,21,ratio_20170131T082151
1486,ratio_mean_20170210T082051_NDVI,23,ratio_20170210T082051
1487,ratio_mean_20170312T082001_NDVI,11,ratio_20170312T082001
1488,ratio_mean_20170322T081611_NDVI,15,ratio_20170322T081611
1489,ratio_mean_20170531T082011_NDVI,38,ratio_20170531T082011
1490,ratio_mean_20170620T082011_NDVI,13,ratio_20170620T082011
1491,ratio_mean_20170710T082011_NDVI,13,ratio_20170710T082011
1492,ratio_mean_20170715T081609_NDVI,23,ratio_20170715T081609
1493,ratio_mean_20170804T081559_NDVI,5,ratio_20170804T081559
1494,ratio_mean_20170819T082011_NDVI,5,ratio_20170819T082011
1495,ratio_median_20170131T082151_NDVI,9,ratio_20170131T082151
1496,ratio_median_20170210T082051_NDVI,8,ratio_20170210T082051
1497,ratio_median_20170312T082001_NDVI,4,ratio_20170312T082001
1498,ratio_median_20170322T081611_NDVI,7,ratio_20170322T081611
1499,ratio_median_20170531T082011_NDVI,6,ratio_20170531T082011
1500,ratio_median_20170620T082011_NDVI,3,ratio_20170620T082011
1501,ratio_median_20170710T082011_NDVI,5,ratio_20170710T082011
1502,ratio_median_20170715T081609_NDVI,4,ratio_20170715T081609
1503,ratio_median_20170804T081559_NDVI,2,ratio_20170804T081559
1504,ratio_median_20170819T082011_NDVI,2,ratio_20170819T082011
1505,ratio_min_20170131T082151_NDVI,10,ratio_20170131T082151
1506,ratio_min_20170210T082051_NDVI,2,ratio_20170210T082051
1507,ratio_min_20170312T082001_NDVI,5,ratio_20170312T082001
1508,ratio_min_20170322T081611_NDVI,1,ratio_20170322T081611
1509,ratio_min_20170531T082011_NDVI,10,ratio_20170531T082011
1510,ratio_min_20170620T082011_NDVI,18,ratio_20170620T082011
1511,ratio_min_20170710T082011_NDVI,9,ratio_20170710T082011
1512,ratio_min_20170715T081609_NDVI,2,ratio_20170715T081609
1513,ratio_min_20170804T081559_NDVI,3,ratio_20170804T081559
1514,ratio_min_20170819T082011_NDVI,6,ratio_20170819T082011
1515,ratio_std_20170131T082151_NDVI,2,ratio_20170131T082151
1516,ratio_std_20170210T082051_NDVI,4,ratio_20170210T082051
1517,ratio_std_20170312T082001_NDVI,15,ratio_20170312T082001
1518,ratio_std_20170322T081611_NDVI,5,ratio_20170322T081611
1519,ratio_std_20170531T082011_NDVI,5,ratio_20170531T082011
1520,ratio_std_20170620T082011_NDVI,4,ratio_20170620T082011
1521,ratio_std_20170710T082011_NDVI,12,ratio_20170710T082011
1522,ratio_std_20170715T081609_NDVI,13,ratio_20170715T081609
1523,ratio_std_20170804T081559_NDVI,13,ratio_20170804T081559
1524,ratio_std_20170819T082011_NDVI,1,ratio_20170819T082011
